id,predicted
7583,0
7584,0
7585,0
7586,0
7587,0
7588,2
7589,0
7590,2
7591,0
7592,0
7593,0
7594,0
7595,0
7596,0
7597,0
7598,2
7599,0
7600,0
7601,0
7602,2
7603,0
7604,2
7605,0
7606,0
7607,0
7608,2
7609,0
7610,0
7611,0
7612,0
7613,0
7614,0
7615,2
7616,0
7617,0
7618,0
7619,2
7620,0
7621,2
7622,0
7623,0
7624,0
7625,0
7626,0
7627,0
7628,2
7629,0
7630,0
7631,0
7632,0
7633,0
7634,0
7635,0
7636,0
7637,0
7638,0
7639,0
7640,0
7641,0
7642,0
7643,0
7644,0
7645,0
7646,2
7647,2
7648,0
7649,0
7650,0
7651,2
7652,2
7653,0
7654,0
7655,0
7656,2
7657,0
7658,0
7659,0
7660,0
7661,0
7662,0
7663,2
7664,0
7665,0
7666,0
7667,0
7668,0
7669,0
7670,2
7671,0
7672,0
7673,0
7674,2
7675,0
7676,0
7677,0
7678,0
7679,0
7680,0
7681,1
7682,2
7683,0
7684,0
7685,0
7686,2
7687,0
7688,0
7689,0
7690,0
7691,2
7692,0
7693,0
7694,0
7695,0
7696,2
7697,0
7698,2
7699,0
7700,0
7701,0
7702,0
7703,0
7704,2
7705,0
7706,0
7707,0
7708,0
7709,0
7710,0
7711,0
7712,0
7713,0
7714,0
7715,0
7716,0
7717,0
7718,0
7719,0
7720,0
7721,0
7722,0
7723,0
7724,0
7725,0
7726,0
7727,2
7728,0
7729,2
7730,2
7731,0
7732,0
7733,0
7734,0
7735,0
7736,2
7737,0
7738,0
7739,0
7740,2
7741,0
7742,2
7743,0
7744,2
7745,2
7746,0
7747,0
7748,0
7749,0
7750,0
7751,1
7752,2
7753,0
7754,0
7755,2
7756,0
7757,0
7758,2
7759,0
7760,2
7761,0
7762,0
7763,2
7764,0
7765,2
7766,0
7767,0
7768,2
7769,0
7770,0
7771,0
7772,0
7773,0
7774,0
7775,0
7776,0
7777,0
7778,0
7779,0
7780,0
7781,0
7782,2
7783,0
7784,0
7785,0
7786,0
7787,2
7788,0
7789,0
7790,0
7791,0
7792,0
7793,0
7794,0
7795,0
7796,0
7797,0
7798,0
7799,0
7800,0
7801,2
7802,0
7803,0
7804,0
7805,2
7806,0
7807,2
7808,0
7809,0
7810,0
7811,0
7812,0
7813,0
7814,0
7815,0
7816,0
7817,0
7818,0
7819,2
7820,0
7821,2
7822,0
7823,2
7824,0
7825,0
7826,0
7827,2
7828,0
7829,0
7830,0
7831,2
7832,0
7833,2
7834,0
7835,0
7836,0
7837,0
7838,0
7839,0
7840,0
7841,0
7842,0
7843,0
7844,0
7845,0
7846,0
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,0
7855,0
7856,0
7857,0
7858,0
7859,0
7860,0
7861,2
7862,0
7863,0
7864,0
7865,0
7866,0
7867,2
7868,0
7869,0
7870,0
7871,0
7872,0
7873,0
7874,0
7875,0
7876,0
7877,2
7878,0
7879,0
7880,0
7881,0
7882,0
7883,0
7884,0
7885,2
7886,0
7887,0
7888,0
7889,0
7890,0
7891,0
7892,0
7893,0
7894,0
7895,2
7896,0
7897,0
7898,2
7899,0
7900,0
7901,0
7902,0
7903,0
7904,0
7905,0
7906,2
7907,0
7908,0
7909,0
7910,0
7911,0
7912,0
7913,0
7914,0
7915,0
7916,0
7917,0
7918,0
7919,0
7920,0
7921,0
7922,0
7923,0
7924,0
7925,0
7926,0
7927,0
7928,0
7929,2
7930,0
7931,2
7932,0
7933,0
7934,0
7935,0
7936,0
7937,0
7938,2
7939,0
7940,2
7941,0
7942,0
7943,0
7944,0
7945,0
7946,2
7947,0
7948,0
7949,2
7950,0
7951,0
7952,0
7953,2
7954,0
7955,0
7956,2
7957,0
7958,0
7959,0
7960,0
7961,0
7962,0
7963,0
7964,0
7965,0
7966,2
7967,0
7968,0
7969,0
7970,0
7971,0
7972,0
7973,2
7974,2
7975,0
7976,0
7977,0
7978,0
7979,0
7980,0
7981,0
7982,0
7983,0
7984,0
7985,0
7986,0
7987,0
7988,0
7989,2
7990,0
7991,0
7992,0
7993,0
7994,0
7995,0
7996,0
7997,0
7998,0
7999,0
8000,0
8001,0
8002,0
8003,0
8004,0
8005,0
8006,2
8007,0
8008,0
8009,0
8010,0
8011,0
8012,0
8013,0
8014,0
8015,2
8016,0
8017,0
8018,0
8019,0
8020,0
8021,0
8022,0
8023,0
8024,2
8025,0
8026,1
8027,0
8028,0
8029,0
8030,0
8031,2
8032,0
8033,0
8034,0
8035,0
8036,2
8037,2
8038,0
8039,0
8040,2
8041,0
8042,0
8043,2
8044,0
8045,0
8046,2
8047,0
8048,0
8049,0
8050,2
8051,0
8052,0
8053,0
8054,0
8055,0
8056,0
8057,0
8058,0
8059,0
8060,0
8061,0
8062,0
8063,0
8064,0
8065,2
8066,2
8067,0
8068,0
8069,0
8070,0
8071,0
8072,2
8073,0
8074,0
8075,2
8076,0
8077,0
8078,2
8079,0
8080,0
8081,0
8082,2
8083,0
8084,0
8085,0
8086,2
8087,0
8088,0
8089,0
8090,2
8091,0
8092,2
8093,0
8094,0
8095,0
8096,2
8097,0
8098,0
8099,2
8100,0
8101,0
8102,0
8103,0
8104,2
8105,0
8106,2
8107,0
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,0
8119,0
8120,2
8121,0
8122,0
8123,0
8124,0
8125,0
8126,2
8127,0
8128,0
8129,0
8130,0
8131,2
8132,0
8133,0
8134,0
8135,0
8136,0
8137,0
8138,2
8139,0
8140,0
8141,2
8142,0
8143,0
8144,2
8145,0
8146,2
8147,0
8148,0
8149,0
8150,2
8151,0
8152,0
8153,0
8154,0
8155,0
8156,0
8157,0
8158,0
8159,0
8160,0
8161,2
8162,0
8163,2
8164,0
8165,0
8166,2
8167,2
8168,0
8169,2
8170,0
8171,0
8172,2
8173,0
8174,0
8175,0
8176,2
8177,0
8178,0
8179,2
8180,0
8181,0
8182,0
8183,2
8184,0
8185,0
8186,0
8187,0
8188,0
8189,0
8190,0
8191,0
8192,0
8193,0
8194,0
8195,0
8196,0
8197,2
8198,0
8199,2
8200,2
8201,0
8202,2
8203,0
8204,2
8205,0
8206,0
8207,0
8208,0
8209,0
8210,0
8211,0
8212,0
8213,2
8214,2
8215,0
8216,2
8217,2
8218,0
8219,0
8220,0
8221,0
8222,0
8223,0
8224,2
8225,2
8226,2
8227,2
8228,0
8229,0
8230,0
8231,2
8232,0
8233,0
8234,0
8235,0
8236,2
8237,0
8238,0
8239,0
8240,0
8241,0
8242,2
8243,0
8244,0
8245,1
8246,2
8247,0
8248,0
8249,0
8250,2
8251,0
8252,2
8253,2
8254,0
8255,2
8256,2
8257,0
8258,0
8259,0
8260,2
8261,0
8262,0
8263,0
8264,2
8265,0
8266,0
8267,0
8268,0
8269,2
8270,0
8271,2
8272,0
8273,0
8274,0
8275,0
8276,0
8277,2
8278,0
8279,0
8280,0
8281,0
8282,2
8283,0
8284,0
8285,0
8286,0
8287,2
8288,0
8289,0
8290,0
8291,0
8292,2
8293,0
8294,0
8295,0
8296,0
8297,0
8298,0
8299,0
8300,0
8301,0
8302,0
8303,0
8304,2
8305,0
8306,0
8307,2
8308,0
8309,2
8310,0
8311,0
8312,0
8313,0
8314,0
8315,2
8316,0
8317,0
8318,2
8319,0
8320,0
8321,0
8322,0
8323,2
8324,0
8325,0
8326,0
8327,0
8328,0
8329,0
8330,0
8331,2
8332,0
8333,0
8334,0
8335,0
8336,0
8337,2
8338,0
8339,0
8340,0
8341,0
8342,0
8343,0
8344,0
8345,0
8346,0
8347,0
8348,0
8349,0
8350,0
8351,0
8352,0
8353,0
8354,0
8355,2
8356,0
8357,0
8358,0
8359,0
8360,0
8361,2
8362,0
8363,0
8364,0
8365,2
8366,0
8367,0
8368,0
8369,0
8370,0
8371,0
8372,2
8373,2
8374,0
8375,0
8376,0
8377,0
8378,0
8379,1
8380,0
8381,0
8382,0
8383,2
8384,2
8385,2
8386,0
8387,0
8388,0
8389,0
8390,0
8391,0
8392,0
8393,2
8394,0
8395,0
8396,0
8397,0
8398,0
8399,0
8400,0
8401,0
8402,0
8403,2
8404,0
8405,0
8406,0
8407,2
8408,0
8409,0
8410,0
8411,2
8412,0
8413,0
8414,0
8415,2
8416,0
8417,0
8418,0
8419,2
8420,1
8421,0
8422,0
8423,0
8424,0
8425,0
8426,0
8427,0
8428,0
8429,0
8430,2
8431,0
8432,0
8433,2
8434,0
8435,2
8436,0
8437,0
8438,0
8439,0
8440,0
8441,0
8442,2
8443,0
8444,0
8445,2
8446,0
8447,0
8448,0
8449,0
8450,2
8451,0
8452,2
8453,0
8454,0
8455,2
8456,0
8457,0
8458,0
8459,0
8460,0
8461,0
8462,0
8463,0
8464,0
8465,2
8466,2
8467,0
8468,2
8469,0
8470,0
8471,0
8472,0
8473,0
8474,0
8475,0
8476,0
8477,0
8478,0
8479,0
8480,0
8481,2
8482,0
8483,0
8484,0
8485,0
8486,0
8487,0
8488,0
8489,0
8490,0
8491,0
8492,2
8493,0
8494,0
8495,2
8496,0
8497,0
8498,0
8499,0
8500,0
8501,0
8502,0
8503,0
8504,2
8505,0
8506,2
8507,0
8508,0
8509,0
8510,0
8511,0
8512,0
8513,0
8514,2
8515,0
8516,0
8517,2
8518,0
8519,0
8520,0
8521,2
8522,0
8523,0
8524,0
8525,0
8526,2
8527,0
8528,0
8529,0
8530,0
8531,0
8532,0
8533,2
8534,0
8535,0
8536,0
8537,0
8538,0
8539,2
8540,0
8541,0
8542,0
8543,2
8544,0
8545,0
8546,0
8547,0
8548,0
8549,0
8550,0
8551,0
8552,0
8553,0
8554,0
8555,2
8556,0
8557,0
8558,2
8559,0
8560,0
8561,0
8562,0
8563,2
8564,0
8565,0
8566,0
8567,0
8568,2
8569,2
8570,0
8571,2
8572,0
8573,2
8574,0
8575,0
8576,0
8577,0
8578,0
8579,0
8580,0
8581,0
8582,0
8583,0
8584,0
8585,0
8586,0
8587,0
8588,0
8589,2
8590,0
8591,0
8592,0
8593,0
8594,0
8595,2
8596,0
8597,0
8598,0
8599,0
8600,2
8601,0
8602,0
8603,0
8604,0
8605,0
8606,0
8607,0
8608,0
8609,0
8610,0
8611,2
8612,0
8613,2
8614,0
8615,2
8616,0
8617,0
8618,2
8619,0
8620,2
8621,2
8622,0
8623,0
8624,0
8625,0
8626,0
8627,0
8628,0
8629,0
8630,0
8631,0
8632,0
8633,2
8634,0
8635,0
8636,0
8637,0
8638,0
8639,0
8640,0
8641,2
8642,0
8643,0
8644,2
8645,0
8646,2
8647,0
8648,0
8649,0
8650,2
8651,1
8652,0
8653,0
8654,0
8655,0
8656,0
8657,0
8658,0
8659,0
8660,0
8661,0
8662,0
8663,0
8664,0
8665,0
8666,1
8667,0
8668,0
8669,0
8670,0
8671,0
8672,0
8673,0
8674,2
8675,0
8676,0
8677,0
8678,0
8679,0
8680,0
8681,0
8682,0
8683,0
8684,0
8685,2
8686,0
8687,0
8688,0
8689,2
8690,0
8691,0
8692,0
8693,0
8694,2
8695,2
8696,0
8697,0
8698,2
8699,0
8700,0
8701,2
8702,0
8703,0
8704,2
8705,2
8706,0
8707,0
8708,2
8709,0
8710,0
8711,0
8712,0
8713,0
8714,0
8715,0
8716,2
8717,2
8718,2
8719,0
8720,0
8721,2
8722,0
8723,0
8724,0
8725,0
8726,0
8727,2
8728,2
8729,0
8730,0
8731,0
8732,0
8733,0
8734,0
8735,2
8736,0
8737,0
8738,0
8739,0
8740,0
8741,0
8742,0
8743,2
8744,0
8745,0
8746,0
8747,0
8748,2
8749,0
8750,0
8751,0
8752,0
8753,0
8754,0
8755,0
8756,2
8757,0
8758,2
8759,2
8760,0
8761,0
8762,0
8763,2
8764,0
8765,0
8766,0
8767,0
8768,0
8769,0
8770,2
8771,0
8772,0
8773,0
8774,0
8775,0
8776,0
8777,0
8778,0
8779,0
8780,0
8781,2
8782,0
8783,2
8784,2
8785,0
8786,2
8787,2
8788,0
8789,0
8790,0
8791,0
8792,0
8793,0
8794,0
8795,0
8796,2
8797,0
8798,0
8799,0
8800,0
8801,0
8802,0
8803,0
8804,2
8805,0
8806,0
8807,0
8808,0
8809,0
8810,0
8811,2
8812,0
8813,0
8814,0
8815,0
8816,0
8817,0
8818,2
8819,2
8820,0
8821,2
8822,0
8823,2
8824,0
8825,0
8826,2
8827,0
8828,0
8829,0
8830,0
8831,0
8832,0
8833,0
8834,0
8835,0
8836,0
8837,0
8838,0
8839,0
8840,0
8841,0
8842,2
8843,0
8844,0
8845,0
8846,2
8847,0
8848,0
8849,0
8850,0
8851,0
8852,0
8853,2
8854,0
8855,0
8856,0
8857,0
8858,0
8859,0
8860,0
8861,0
8862,0
8863,0
8864,0
8865,0
8866,2
8867,0
8868,0
8869,0
8870,0
8871,0
8872,2
8873,2
8874,2
8875,0
8876,0
8877,0
8878,0
8879,2
8880,0
8881,2
8882,2
8883,2
8884,2
8885,0
8886,0
8887,2
8888,0
8889,0
8890,2
8891,0
8892,0
8893,2
8894,0
8895,0
8896,0
8897,0
8898,0
8899,0
8900,0
8901,0
8902,0
8903,0
8904,0
8905,0
8906,0
8907,0
8908,0
8909,2
8910,0
8911,0
8912,0
8913,2
8914,2
8915,0
8916,0
8917,2
8918,0
8919,0
8920,0
8921,0
8922,0
8923,2
8924,0
8925,0
8926,0
8927,0
8928,0
8929,0
8930,2
8931,0
8932,2
8933,0
8934,0
8935,0
8936,0
8937,0
8938,2
8939,0
8940,0
8941,0
8942,0
8943,0
8944,2
8945,2
8946,0
8947,0
8948,0
8949,0
8950,2
8951,0
8952,2
8953,0
8954,0
8955,2
8956,0
8957,0
8958,0
8959,0
8960,0
8961,0
8962,0
8963,0
8964,2
8965,0
8966,0
8967,0
8968,0
8969,0
8970,0
8971,0
8972,0
8973,2
8974,0
8975,0
8976,2
8977,0
8978,0
8979,0
8980,2
8981,0
8982,0
8983,0
8984,0
8985,0
8986,0
8987,0
8988,0
8989,0
8990,0
8991,0
8992,2
8993,2
8994,0
8995,0
8996,2
8997,2
8998,0
8999,0
9000,0
9001,0
9002,0
9003,0
9004,0
9005,2
9006,0
9007,0
9008,0
9009,0
9010,0
9011,0
9012,0
9013,0
9014,0
9015,0
9016,0
9017,2
9018,0
9019,0
9020,2
9021,0
9022,0
9023,0
9024,0
9025,0
9026,0
9027,0
9028,2
9029,0
9030,0
9031,0
9032,0
9033,0
9034,0
9035,0
9036,0
9037,0
9038,0
9039,0
9040,0
9041,0
9042,2
9043,2
9044,0
9045,0
9046,2
9047,0
9048,0
9049,0
9050,0
9051,0
9052,0
9053,0
9054,0
9055,0
9056,0
9057,0
9058,0
9059,2
9060,0
9061,0
9062,0
9063,0
9064,0
9065,0
9066,0
9067,0
9068,0
9069,2
9070,0
9071,0
9072,0
9073,0
9074,0
9075,0
9076,0
9077,0
9078,0
9080,0
9081,2
9082,0
9083,0
9084,0
9085,0
9086,0
9087,0
9088,0
9089,0
9090,0
9091,0
9092,0
9093,0
9094,1
9095,0
9096,0
9097,0
9098,2
9099,0
9100,0
9101,0
9102,0
9103,0
9104,0
9105,2
9106,0
9107,0
9108,0
9109,0
9110,0
9111,0
9112,0
9113,2
9114,0
9115,0
9116,2
9117,0
9118,2
9119,0
9120,0
9121,0
9122,0
9123,0
9124,0
9125,2
9126,0
9127,0
9128,0
9129,2
9130,0
9131,0
9132,0
9133,2
9134,0
9135,0
9136,0
9137,0
9138,2
9139,0
9140,0
9141,0
9142,0
9143,0
9144,0
9145,2
9146,0
9147,0
9148,0
9149,0
9150,0
9151,0
9152,2
9153,0
9154,0
9155,0
9156,0
9157,2
9158,2
9159,0
9160,2
9161,0
9162,0
9163,0
9164,0
9165,0
9166,0
9167,2
9168,0
9169,0
9170,0
9171,2
9172,0
9173,0
9174,0
9175,0
9176,0
9177,0
9178,0
9179,0
9180,0
9181,0
9182,2
9183,0
9184,0
9185,2
9186,2
9187,0
9188,2
9189,0
9190,0
9191,0
9192,0
9193,0
9194,2
9195,0
9196,2
9197,0
9198,0
9199,0
9200,0
9201,0
9202,0
9203,2
9204,0
9205,0
9206,0
9207,0
9208,0
9209,0
9210,2
9211,0
9212,0
9213,0
9214,0
9215,0
9216,2
9217,0
9218,0
9219,0
9220,0
9221,0
9222,0
9223,0
9224,2
9225,0
9226,0
9227,0
9228,0
9229,0
9230,0
9231,0
9232,0
9234,2
9235,0
9236,0
9237,0
9238,0
9239,0
9240,2
9241,0
9242,0
9243,2
9244,0
9245,0
9246,0
9247,0
9248,2
9249,0
9250,0
9251,0
9252,0
9253,0
9254,0
9255,0
9256,0
9257,0
9258,0
9259,0
9260,0
9261,0
9262,2
9263,0
9264,0
9265,2
9266,0
9267,0
9268,2
9269,2
9270,0
9271,2
9272,0
9273,0
9274,0
9275,2
9276,0
9277,0
9278,0
9279,0
9280,0
9281,0
9282,0
9283,0
9284,0
9285,0
9286,2
9287,0
9288,0
9289,0
9290,2
9291,0
9292,0
9293,0
9294,0
9295,0
9296,0
9297,0
9298,0
9299,0
9300,0
9301,0
9302,0
9303,0
9304,2
9305,0
9306,0
9307,0
9308,2
9309,2
9310,0
9311,0
9312,0
9313,0
9314,0
9315,0
9316,2
9317,0
9318,0
9319,0
9320,0
9321,0
9322,0
9323,2
9324,2
9325,0
9326,2
9327,2
9328,0
9329,0
9330,0
9331,0
9332,0
9333,0
9334,0
9335,0
9336,0
9337,0
9338,0
9339,0
9340,0
9341,0
9342,0
9343,0
9344,0
9345,0
9346,0
9347,2
9348,0
9349,0
9350,2
9351,2
9352,0
9353,0
9354,2
9355,0
9356,0
9357,0
9358,0
9359,0
9360,0
9361,2
9362,0
9363,2
9364,0
9365,2
9366,0
9367,0
9368,0
9369,0
9370,2
9371,0
9372,0
9373,0
9374,0
9375,2
9376,0
9377,2
9378,0
9379,0
9380,0
9381,0
9382,0
9383,0
9384,0
9385,0
9386,0
9387,0
9388,0
9389,0
9390,0
9391,0
9392,0
9393,0
9394,0
9395,0
9396,0
9397,0
9398,0
9399,0
9400,0
9401,0
9402,2
9403,0
9404,0
9405,0
9406,2
9407,0
9408,0
9409,0
9410,2
9411,0
9412,0
9413,2
9414,2
9415,0
9416,0
9417,0
9418,0
9419,0
9420,0
9421,2
9422,0
9423,2
9424,0
9425,0
9426,2
9427,0
9428,0
9429,0
9430,1
9431,2
9432,2
9433,0
9434,0
9435,0
9436,0
9437,0
9438,0
9439,0
9440,0
9441,2
9442,0
9443,0
9444,0
9445,0
9446,0
9447,0
9448,0
9449,0
9450,0
9451,2
9452,0
9453,2
9454,0
9455,0
9456,2
9457,2
9458,0
9459,0
9460,0
9461,0
9462,2
9463,2
9464,0
9465,1
9466,2
9467,0
9469,0
9470,0
9471,0
9472,0
9473,2
9474,0
9475,0
9476,0
9477,0
9478,0
9479,0
9480,0
9481,0
9482,0
9483,0
9484,2
9485,0
9486,0
9487,2
9488,2
9489,0
9490,0
9491,2
9492,2
9493,2
9494,0
9495,0
9496,2
9497,0
9498,0
9499,0
9500,0
9501,0
9502,2
9503,0
9504,0
9505,0
9506,2
9507,0
9508,0
9509,0
9510,0
9511,0
9512,2
9513,0
9514,0
9515,0
9516,0
9517,0
9518,2
9519,0
9520,0
9521,2
9522,0
9523,2
9524,0
9525,2
9526,0
9527,0
9528,0
9529,2
9530,0
9531,2
9532,0
9533,0
9534,0
9535,0
9536,0
9537,0
9538,2
9539,2
9540,0
9541,2
9542,0
9543,2
9544,0
9545,0
9546,0
9547,0
9548,0
9549,0
9550,0
9551,2
9552,0
9553,0
9554,0
9555,0
9556,0
9557,0
9558,2
9559,2
9560,0
9561,2
9562,0
9563,2
9564,0
9565,0
9566,0
9567,0
9568,2
9569,2
9570,0
9571,0
9572,0
9574,0
9575,2
9576,0
9577,0
9578,2
9579,0
9580,0
9581,0
9582,0
9583,2
9584,0
9585,2
9586,0
9587,0
9588,0
9589,0
9590,0
9591,0
9592,0
9593,0
9594,0
9595,0
9596,0
9597,0
9598,0
9599,0
9600,0
9601,0
9602,0
9603,0
9604,0
9605,0
9606,0
9607,0
9608,0
9609,0
9610,2
9611,0
9612,0
9613,0
9614,0
9615,0
9616,2
9617,0
9618,0
9619,0
9620,0
9621,0
9622,0
9623,0
9624,2
9625,0
9626,0
9627,0
9628,2
9629,0
9630,0
9631,0
9632,0
9633,2
9634,0
9635,0
9636,0
9637,0
9638,0
9639,2
9640,0
9641,0
9642,0
9643,0
9644,0
9645,0
9646,0
9647,0
9648,0
9649,2
9650,2
9651,0
9652,2
9653,0
9654,0
9655,0
9656,2
9657,2
9658,0
9659,0
9660,0
9661,0
9662,2
9663,0
9664,0
9666,2
9667,0
9668,2
9669,0
9670,0
9671,1
9672,2
9673,2
9674,2
9675,2
9676,0
9677,0
9678,0
9679,2
9680,0
9681,0
9682,2
9683,0
9684,0
9685,0
9686,0
9687,0
9688,0
9689,0
9690,0
9691,0
9692,0
9693,0
9694,0
9695,2
9696,2
9697,2
9698,0
9699,0
9700,0
9701,0
9702,0
9703,2
9704,0
9705,0
9706,0
9707,0
9708,2
9709,2
9710,0
9711,0
9712,0
9713,0
9714,0
9715,0
9716,0
9717,0
9718,0
9719,0
9720,0
9721,0
9722,0
9723,0
9724,0
9725,0
9726,0
9727,0
9728,0
9729,0
9730,0
9731,2
9732,2
9733,2
9734,0
9735,2
9736,0
9737,0
9738,0
9739,0
9740,0
9741,2
9742,0
9743,0
9744,0
9745,0
9746,0
9747,0
9748,0
9749,0
9750,0
9751,0
9752,0
9753,0
9754,0
9755,0
9756,0
9757,0
9758,0
9759,2
9760,0
9761,0
9762,0
9763,0
9764,0
9765,0
9766,0
9767,0
9768,0
9769,0
9770,0
9771,2
9772,0
9773,0
9774,0
9775,0
9776,0
9777,0
9778,0
9779,0
9780,0
9781,0
9782,0
9783,0
9784,0
9785,0
9786,0
9787,0
9788,0
9789,0
9790,0
9791,0
9792,0
9793,2
9794,0
9795,0
9796,0
9797,0
9798,0
9799,0
9800,0
9801,0
9802,0
9803,0
9804,0
9805,0
9806,2
9807,0
9808,0
9809,0
9810,0
9811,0
9812,0
9813,0
9814,0
9815,0
9816,0
9817,0
9818,0
9819,0
9820,0
9821,0
9822,0
9823,0
9824,2
9825,0
9826,0
9827,0
9828,0
9829,0
9830,0
9831,0
9832,2
9833,0
9834,2
9835,0
9836,0
9837,0
9838,0
9839,2
9840,0
9841,0
9842,0
9843,2
9844,0
9845,0
9846,0
9847,0
9848,0
9849,0
9850,0
9851,0
9852,0
9853,2
9854,2
9855,2
9856,0
9857,0
9858,0
9859,0
9860,0
9861,0
9862,0
9863,0
9864,0
9865,2
9866,0
9867,0
9868,0
9869,2
9870,0
9871,0
9872,0
9873,0
9874,0
9875,0
9876,0
9877,0
9878,0
9879,2
9880,2
9881,0
9882,2
9883,0
9884,0
9885,0
9886,0
9887,0
9888,2
9889,0
9890,0
9891,0
9892,0
9893,2
9894,2
9895,0
9897,0
9898,0
9899,0
9900,0
9901,0
9902,0
9903,2
9904,0
9905,0
9906,0
9907,0
9908,0
9909,0
9910,2
9911,0
9912,0
9913,0
9914,0
9915,0
9916,0
9917,0
9918,0
9919,0
9920,0
9921,0
9922,0
9923,0
9924,0
9925,0
9926,0
9927,0
9928,2
9929,0
9930,2
9931,0
9932,0
9933,0
9934,2
9935,2
9936,0
9937,0
9938,0
9939,0
9940,0
9941,0
9942,0
9943,0
9944,0
9945,0
9946,0
9947,0
9948,0
9949,0
9950,0
9951,0
9952,0
9953,0
9954,2
9955,0
9956,0
9957,2
9958,0
9959,2
9960,0
9961,0
9962,0
9963,0
9964,0
9965,0
9966,0
9967,0
9968,0
9969,0
9970,2
9971,2
9972,2
9973,0
9974,0
9975,0
9976,0
9977,0
9978,0
9979,0
9980,0
9981,2
9982,2
9983,1
9984,2
9985,0
9986,0
9987,1
9988,0
9989,2
9990,0
9991,2
9992,0
9993,0
9994,0
9995,2
9996,0
9997,0
9998,0
9999,0
10000,2
